# timestamp x y z qx qy qz qw
1780120799.384427309 1.153887799 4.638214896 -0.219143421 0.013421922 0.021280760 0.945974908 0.323262206
1780120799.584511518 1.068190072 4.738591243 -0.211642072 0.016588986 0.036240846 0.911682111 0.408958598
1780120799.884495735 0.995273426 4.898725105 -0.222552988 0.004645050 0.031639603 0.850081953 0.525678640
1780120800.184359312 0.975282429 5.058586708 -0.211717554 0.022808480 0.046491927 0.787359559 0.614315228
1780120800.584406853 0.970398599 5.289004609 -0.223956268 0.001239962 0.035830265 0.721203174 0.691795228
1780120800.984364748 1.032291473 5.537435503 -0.221711018 -0.001174051 0.032333814 0.647162609 0.761665086
1780120802.084116936 1.184632987 6.224945247 -0.249854349 0.016497974 0.033618607 0.598138347 0.800517410
1780120802.883996964 1.382877060 6.649193378 -0.243808459 0.006007572 0.029645816 0.507615546 0.861052549
1780120803.383724689 1.544225275 6.866420531 -0.254722492 0.017122988 0.026100645 0.417433987 0.908170923
1780120803.681601048 1.661573206 6.965954234 -0.281597408 0.007565841 0.021833987 0.296851711 0.954643963
1780120803.983913183 1.838810675 6.957029242 -0.279944747 0.027217514 0.010646196 0.161279034 0.986476020
1780120804.284020185 2.021481321 6.921899910 -0.291022498 0.019452408 0.023726396 0.060995205 0.997666401
1780120804.783856392 2.313742442 6.874284214 -0.302474430 -0.004802389 0.023550372 -0.042155422 0.998821925
1780120805.283905745 2.555811573 6.767208272 -0.310709998 0.004224909 0.017109329 -0.145347782 0.989223657
1780120805.883888245 2.823007499 6.591992556 -0.285548032 0.006908469 0.000419879 -0.243038680 0.969991906
1780120806.883918762 3.278929072 6.274909721 -0.298493294 -0.003778285 0.005792262 -0.304712783 0.952419180
1780120807.983875275 3.786240083 6.035024071 -0.307945992 0.000699792 0.003492293 -0.231101825 0.972923050
1780120808.983917713 4.264618811 5.801069386 -0.295985575 -0.004510335 0.013930962 -0.222921370 0.974726448
1780120809.984986067 4.729557004 5.571976995 -0.290795027 0.002009237 0.000096089 -0.249441687 0.968387731
1780120811.084816456 5.176794561 5.229001968 -0.318916985 -0.011576638 0.016681688 -0.329053262 0.944093032
1780120811.884826660 5.434892500 5.072049507 -0.307456757 -0.023820574 0.017846299 -0.236785875 0.971105833
1780120812.484703779 5.596256408 5.043434791 -0.326115029 -0.014123619 0.000065565 -0.128426836 0.991618408
1780120812.784636974 5.653245018 5.079716631 -0.317587938 0.020825425 0.000009178 -0.019099411 0.999600677
1780120813.084577084 5.699336027 5.143082796 -0.324810148 -0.003424197 0.013409141 0.079451819 0.996742634
1780120813.683993340 5.745357145 5.226102989 -0.312642063 0.007390974 0.011169201 0.189981848 0.981696246
1780120814.084065437 5.719333303 5.278545341 -0.320671134 -0.008345434 0.026511647 0.300626794 0.953336781
1780120814.384402037 5.677526029 5.330073089 -0.316985488 -0.006217511 0.028529151 0.417843866 0.908049522
1780120814.584372282 5.592069830 5.381102487 -0.322661274 -0.016985699 0.034837654 0.565164393 0.824067371
1780120814.784432173 5.507234319 5.402062890 -0.338656787 -0.029257395 0.038626093 0.675965127 0.735338818
